user_id,num_following,num_followers,num_tweets,len_of_screen_name,len_of_profile_description,num_following_changes,is_spam
22456471,691,1571,1620,9,156,919,1
99140220,1599,1406,542,15,136,1149,1
155095486,263,40,8,12,0,1029,1
109075019,1708,1093,91,12,160,1146,1
153600309,736,122,103,7,155,351,1
61911982,398,291,220,10,87,919,1
16713963,3758,3533,79691,12,98,1149,1
19308878,3562,3566,138,14,121,1149,1
98667957,589,703,1551,8,119,919,1
20164640,507,631,1349,13,91,919,-1
116890110,329,21,5,15,0,63,1
40387610,95,523,362,10,16,689,-1
71415296,849,833,13459,9,16,919,-1
16344105,1186,746,20,7,134,1149,1
95539223,1702,1502,161,14,8,1149,1
66894501,52,51,924,12,107,689,-1
43810981,673,248,46,14,52,919,1
30078856,28,20,18,9,0,689,-1
83046804,20,21,119,7,0,689,-1
30483410,205,149,2469,10,108,919,-1
70298366,625,132,1020,15,6,919,1
136852682,595,101,334,9,0,19,1
145843454,451,7,0,7,58,47,1
106398474,1274,1013,8,10,16,1149,1
99963447,732,29,1,15,0,1148,1
84192551,18,8,60,7,0,919,-1
103834215,1661,378,8,13,80,1120,1
19295026,158,217,665,12,65,919,-1
69663861,32,6,80,15,32,702,-1
113704403,413,319,21,9,0,919,1
28818193,17,16,105,14,0,689,-1
142193523,594,95,9,15,92,946,1
18392906,167,8967,800,5,137,919,-1
72714252,2001,1691,30,15,40,1149,1
81799270,0,34,3788,8,68,459,-1
39684637,360,262,1201,9,89,919,-1
109950957,501,56,3,15,0,984,1
171782879,151,5,5,13,0,231,1
77815186,3724,3476,193,15,96,1149,1
40077862,1603,1331,118,13,138,1149,1
90449962,2001,850,57,8,107,384,1
134776650,407,14,26,14,142,919,1
98343411,2001,326,3633,8,0,1149,1
71876588,279,67,759,15,39,919,1
17890482,531,828,5851,7,46,919,-1
118843880,1745,350,33,13,44,1149,1
15582588,58,53,1133,13,15,689,-1
44050274,116,80,397,6,0,919,-1
31039111,346,261,27,11,0,919,1
60047559,16,13,148,11,10,689,-1
21093932,0,273,12877,10,0,459,-1
44781299,112,121,892,13,28,919,-1
67216618,1806,2039,376,11,89,1149,1
84035619,193,73,30,8,69,919,-1
28945329,63,14,59,10,55,689,-1
102218376,150,1,0,11,126,919,1
37463021,94,66,86,11,0,689,-1
23004496,555,291,8223,15,65,1119,-1
20614768,3,4,0,11,0,459,-1
47416657,53,77,1419,9,60,689,-1
62369776,47,23,46,15,0,689,-1
105156165,748,69,13,8,74,1128,1
48550784,807,137,22,10,76,919,1
156901154,167,12,2,12,0,919,1
85500693,41,40,343,6,71,689,-1
120496903,1290,617,69,13,0,1149,1
169832453,482,13,0,14,68,39,1
119369746,24,4,13,9,10,689,1
25252147,121,103,660,13,59,919,-1
6657672,376,342,7041,5,63,919,-1
17788024,11,27,1123,8,0,689,-1
112962797,164,81,6,15,81,919,1
101095390,1733,1620,164,9,81,1149,1
47752415,1945,1329,678,11,71,1149,-1
53715987,75,88,833,9,0,689,-1
37172528,44,56,7543,11,32,689,-1
44146157,6716,6253,8299,9,41,1149,1
97437141,775,646,124,7,17,915,1
68621233,51,44,304,11,0,919,-1
60215095,345,180,867,7,0,1149,-1
111358849,370,45,0,15,13,919,1
112425860,633,51,52,8,0,919,1
116419975,831,118,7,12,81,1059,1
50919523,123,126,374,10,45,919,-1
23746114,15,16,1727,7,0,689,-1
28702479,326,197,3045,7,124,919,-1
128524943,84,15,102,15,0,799,1
32352979,334,1693,14129,14,0,919,-1
42844948,0,41,4408,10,0,459,-1
26443583,2001,1776,3659,8,69,1149,-1
34855915,41,39,878,13,14,689,-1
33777353,165,130,2148,12,20,919,-1
36410597,296,197,3919,5,15,919,-1
48630963,50,29,102,14,0,919,-1
17106307,768,769,6989,10,158,1149,-1
47413444,66,107,1915,14,16,919,-1
23601460,249,1340,171,8,84,919,1
128782935,861,81,9,14,50,57,1
49037471,26,12,143,15,0,689,-1
90014820,20,0,1,11,0,689,-1
5980092,24,72,7497,8,159,689,-1
49559130,156,241,4529,14,29,919,-1
87746153,0,512,1237,10,12,459,-1
96013364,590,149,1,11,100,919,1
24610979,13651,13044,2572,13,96,1139,1
92364172,20,94,245,15,0,919,-1
118749743,1989,702,180,13,84,1149,1
32378599,34,29,50,6,22,689,-1
27718648,188,73,731,12,19,919,-1
33083334,1415,1433,4,15,22,1149,1
112334827,147,29,9,13,0,919,1
87930893,0,0,1,10,0,459,-1
34331145,3197,3288,17131,13,112,1149,1
135228645,411,69,26,14,117,1078,1
8350872,12,21,2948,3,0,689,-1
167101366,1612,92,0,9,0,834,1
84286353,8,2,8,8,0,919,-1
55873498,3243,3032,1431,13,156,1149,1
35178291,42,145,1847,11,100,689,-1
18367105,366,273,43,7,0,879,1
87303696,12,13,66,10,0,689,-1
55525548,25,224,30069,13,0,689,-1
14815178,110,37,16,9,54,919,1
16868319,2664,2831,416,10,158,1149,1
22685382,251,312,5135,8,34,919,-1
14591122,62,47,1681,5,0,689,-1
107678070,927,206,382,8,0,1059,1
78029558,29,9,23,8,85,689,-1
37892091,6564,6467,7370,14,0,9,1
35806768,865,257,16,12,48,1099,1
147437838,376,17,66,14,11,716,1
91827165,1261,848,954,15,26,1149,1
2020351,791,6477,8073,6,132,919,-1
152326501,909,131,26,14,65,1136,1
16508155,32,54,2126,8,34,689,-1
28565174,594,514,321,7,54,964,1
21733220,29280,39857,1758,9,115,1379,1
13055732,87,10051,6409,10,148,689,-1
90489299,108,21,147,12,0,919,-1
15774048,6509,9836,65727,12,122,1149,-1
111061850,530,99,4,13,29,919,1
160733576,175,8,9,14,124,1107,1
41267806,4146,3766,12452,8,109,1149,1
39438116,354,467,14654,9,124,919,-1
83212898,501,150,58,13,46,919,1
60857425,114,113,3123,11,64,919,-1
30915621,161,97,8219,15,0,919,-1
85067266,1,2,45,12,21,459,-1
42348571,3849,3660,129,15,131,1149,1
139696817,151,58,57,10,119,915,1
58073906,2489,2403,2586,11,68,1149,1
93229688,166,44,118,15,0,919,-1
109046169,267,188,44,9,148,919,1
42616063,5746,5284,40,6,103,1149,1
18074132,49521,47690,9563,12,112,1379,1
61986787,2902,2639,37,12,0,1149,1
9820202,175,111,1377,11,95,919,-1
19019301,273,292,11339,11,69,919,-1
134548292,929,290,31,11,135,1116,1
63296328,137,209,5025,9,138,919,-1
19144022,47,48,292,10,43,689,-1
94300718,2000,705,90,13,113,1149,1
93423808,1942,1222,344,13,157,1149,1
26968133,32,26,66,5,0,689,1
27559313,489,419,983,9,62,919,-1
124122910,51,10,75,11,0,407,1
88926778,1932,1330,132,5,0,1149,1
67216290,4125,4116,482,11,34,1149,1
119439644,79,12,34,10,54,689,1
92100347,350,111,5,10,33,919,1
104455591,1615,1499,14,5,157,1149,1
72698143,369,1404,3992,8,19,1009,-1
15806427,47,122,4079,8,73,689,-1
39472625,33,80,1408,10,2,689,-1
19990387,13506,12324,2159,14,98,1379,1
18427667,377,141,75,14,30,919,1
98702441,984,863,268,13,17,1123,1
43556806,81,100,2648,14,120,919,-1
88265355,42,9,5,12,0,919,-1
18277775,14,23,632,9,15,689,-1
101752470,212,6,2,13,145,1106,1
28470558,33422,34031,18269,14,91,1379,1
20637322,44,61,1687,6,18,689,-1
99090858,1858,186,54,15,39,1149,1
139618493,977,82,0,7,0,27,1
126361885,639,310,3,15,95,1010,1
85595958,0,79,571,15,0,459,-1
33484206,59,67,227,10,129,689,-1
32317399,87,90,1446,9,86,919,-1
163970240,42,14,7,12,0,83,1
83602773,3093,2812,686,11,79,1149,1
18343061,90,31,110,15,42,919,-1
121573241,1993,888,91,10,0,1149,1
92478742,106,31,181,12,53,689,-1
92343067,1,0,1,7,0,689,-1
20230657,1387,528,1488,5,84,1149,1
50281343,7072,6669,1351,12,79,69,1
30184910,1649,293,103,12,94,1149,1
20791478,1963,284,1,10,156,1149,1
60859460,5837,5820,3724,11,63,1149,1
92758960,58,27,190,12,0,922,-1
115060053,411,85,290,14,0,527,1
42021551,199,121,1113,12,0,864,-1
109191244,429,2,2,6,0,1089,1
21690228,779,528,2548,7,0,919,-1
137869341,813,57,183,13,0,919,1
14332872,142,122,3230,7,0,919,-1
62750968,60,256,3275,14,79,919,-1
106394771,1843,1463,9,15,17,1149,1
65990217,4357,4014,715,15,40,1149,1
30418134,368,362,1498,7,25,919,-1
162761513,168,80,98,7,13,279,1
92467816,1597,885,409,9,88,1149,1
119412359,28,8,50,9,19,689,1
41306824,41,76,1816,7,40,919,-1
18545481,8269,8155,8413,13,60,1149,1
13030072,46,48,405,10,0,689,-1
116877678,297,117,5,10,44,919,1
42926986,185,129,789,7,121,919,-1
27791527,58,107,1452,13,150,919,-1
43026262,59,132,3734,15,73,689,-1
104822598,1299,550,11,15,146,1149,1
13372802,25,1383,11468,9,31,689,-1
41640690,2514,2830,917,13,141,1149,1
107354205,1806,1036,335,10,0,1149,1
67774106,29,22,198,8,73,689,-1
66970259,137,76,424,7,59,919,-1
37599499,1767,1712,999,9,35,1149,1
103042851,1038,253,9,10,112,1149,1
114131387,3388,3318,473,15,149,1149,1
43838476,3868,3981,620,12,140,1149,1
90100246,18587,17624,14101,6,92,1379,1
73180597,96,55,1075,11,130,689,-1
26865387,109,40,133,9,0,919,-1
101712759,143,3,3,15,84,919,1
37114600,245,337,4399,7,84,919,-1
75267569,48,50,531,8,45,689,-1
89719510,425,67,364,13,0,1065,1
105600366,16983,15476,2395,9,24,1379,1
79078847,25,4,14,6,0,689,-1
75626305,9,101,1168,13,0,689,-1
15170116,30,181,3168,12,109,689,-1
102498827,157,0,0,11,0,919,1
22910125,74,45,291,8,0,689,-1
91011721,27,9,88,8,0,689,-1
45122206,34,46,213,11,24,689,-1
116896846,215,75,272,12,0,661,1
23282636,258,207,5193,11,103,919,-1
43662030,974,327,138,10,56,1149,-1
151284703,1242,450,16,15,101,1149,1
53369790,5446,4973,3516,11,118,1149,1
169954540,678,38,23,14,86,422,1
47036474,13999,14498,282,11,145,1379,1
139424756,1226,1076,141,9,100,184,1
16936464,2000,520,10,7,149,1149,1
78054677,2805,2778,13427,14,121,1149,1
59983081,131,592,2317,11,0,919,-1
143004337,640,80,3,12,31,1065,1
144610713,241,68,765,13,109,167,1
15028398,3602,3488,479,15,150,1149,-1
109008640,490,11,5,15,135,1065,1
113942750,1724,556,2600,15,56,1149,1
159408799,29,1,28,14,0,74,1
18071401,136,108,754,6,19,919,-1
31440099,241,161,9581,13,63,919,-1
25487898,1846,708,60,11,69,1091,1
97090806,1658,1251,2,15,93,884,1
95381947,118,11,27,10,0,919,1
140681975,97,19,254,15,0,807,1
146534449,791,238,890,13,0,1140,1
100819268,679,72,5,11,146,219,1
90414944,10,3,29,9,80,689,-1
147839306,469,3,3,14,49,1135,1
61019972,8436,8446,1054,14,59,1149,1
30409738,210,55,631,13,51,919,-1
7584532,203,227,4224,8,0,919,-1
16021539,62,446,5686,12,141,689,-1
55623422,3440,3153,30189,10,68,1149,1
44332674,72,130,1248,10,17,689,-1
110009410,141,21,16,13,68,919,1
15647484,3,5,124,4,0,689,-1
128249480,572,379,142,14,100,919,1
15589631,99,99,3548,9,10,919,-1
2149371,37,51,1942,7,12,697,-1
22832546,6309,6668,272,13,138,1149,1
63001370,46,57,301,10,0,919,-1
64098994,3270,3089,131,14,85,1149,1
138378149,376,247,550,15,0,1057,1
34740761,123,210,2066,10,0,919,-1
38653305,10,20,33,7,145,689,-1
23611352,197,130,1575,11,92,919,-1
17179907,14923,17640,2031,10,137,1379,1
87389542,44,13,91,11,0,689,-1
30249536,235,276,10087,7,17,919,-1
65209426,41,20,33,7,61,689,-1
66195660,39,29,131,15,158,919,-1
140177666,1542,209,1703,12,0,1149,1
18890162,17212,16095,6384,7,77,1379,1
23465726,99,64,6666,11,63,919,-1
75208117,655,300,3,9,0,919,1
40055203,59,60,426,9,0,689,-1
29358534,421,1323,1227,10,16,1149,-1
14270645,178,1090,6085,12,38,919,-1
22467770,43,167,1173,12,47,689,-1
14463537,1850,1691,115,10,99,1149,1
102631967,1498,266,36,13,139,1149,1
118833399,1236,393,49,12,81,264,1
139618995,928,213,15,10,50,432,1
20905647,194,97,32,10,17,919,-1
122234107,191,9,0,15,145,909,1
39026148,135,37,549,12,0,895,1
10793242,5453,5992,1406,8,24,1149,1
94923360,441,59,42,10,54,598,1
8539552,160,182,1978,8,9,919,-1
83894253,82,17,179,11,0,919,-1
109742112,100,24,55,15,0,876,1
83135111,386,196,313,14,120,919,-1
133770381,207,39,222,15,0,471,1
17709470,61,34,281,11,0,689,-1
78822979,219,38,2,11,74,919,1
934071,1396,2281,4192,9,40,1149,-1
98231211,1934,627,1276,14,75,989,1
40249632,680,493,42,8,0,479,1
132199763,942,789,1925,12,69,1038,1
66558688,1769,1360,339,13,0,1149,1
25517716,146,115,689,14,99,919,-1
55372295,466,306,361,9,0,919,1
57716723,570,980,20256,9,0,919,-1
127679925,915,107,58,11,133,1117,1
86310484,1746,1591,803,11,97,1149,1
119730346,1718,1019,33,11,105,1149,1
29941661,26,17,681,11,0,689,-1
69015694,55,17,686,15,0,689,-1
88092457,18,6,400,10,87,689,-1
68403685,184,104,1182,7,68,919,-1
112690757,237,14,3,15,0,67,1
91816570,349,93,0,13,0,919,1
138719949,883,602,482,9,134,819,1
44245628,156,33,190,11,0,919,-1
98874234,135,3,2,13,0,1107,1
20357176,169,76,2364,11,0,919,-1
52911058,194,192,90,12,0,919,-1
40813582,37,37,456,15,45,689,-1
62883383,578,258,42,7,0,919,1
50657237,241,89,538,10,0,919,-1
54433411,135,39,54,8,0,919,-1
20720309,700,216,37,7,146,919,1
44439179,21,2,14,11,0,689,-1
127662938,1540,233,12,15,84,1074,1
16140785,106,146,9478,6,33,919,-1
35628735,7889,7340,11723,15,64,1149,-1
66870959,30,31,435,9,0,919,-1
72898056,199,238,4259,13,51,919,-1
144972367,624,439,66,14,90,978,1
46159342,104,116,1515,10,0,919,-1
120611150,2001,544,0,12,0,1149,1
66578550,8,9,19,7,0,613,-1
109000505,212,37,17,11,38,1022,1
153419792,1433,509,9,12,150,976,1
34173993,12,21,124,8,0,689,-1
121337735,101,32,3,9,55,919,1
35562753,362,364,1938,13,152,1149,-1
24799366,454,616,7421,12,56,919,-1
125922245,842,423,1023,10,43,1127,1
75953959,236,186,3343,8,0,919,-1
102154226,1321,652,16,14,0,1149,1
34118425,18,33,94,10,118,689,-1
29559983,34,54,323,9,0,689,-1
114829997,2001,1260,601,12,29,1149,1
84925760,1055,1100,1959,12,33,919,-1
76645667,7,269,1665,12,3,459,-1
141295036,828,166,37,13,21,1143,1
64587908,75,40,2049,6,0,919,-1
42608125,2000,301,180,10,95,79,1
100193693,497,8,23,11,129,919,1
14170609,3589,4161,10902,8,158,1149,1
81576612,615,587,1009,10,55,919,-1
110210212,258,30,2,14,0,1092,1
97139763,1216,1000,495,11,80,1149,1
134180002,1256,244,23,12,152,1123,1
45815502,87,76,1260,9,119,919,-1
56476006,103,110,2432,13,0,919,-1
86067390,1142,638,326,14,0,1149,1
38608127,214,289,7199,9,16,919,-1
120754102,798,258,0,12,0,1043,1
134609923,188,11,2,13,103,27,1
97559024,999,1635,6,6,35,961,1
56728232,68,18,32,11,103,883,-1
109690025,1136,351,79,14,102,1080,1
82740907,72,7,31,11,0,919,-1
134642064,1822,298,90,15,76,194,1
75057311,28,6,39,10,36,689,-1
132524783,1124,418,8,15,56,1149,1
58303947,32,22,115,10,21,689,-1
72240094,68,91,937,6,0,919,-1
21185021,4554,4153,646,8,54,1149,1
8705472,145,205,728,9,63,919,-1
23612102,37,51,326,9,0,689,-1
19066680,172,173,2604,9,45,914,-1
31508401,91,174,3207,7,87,919,-1
128232238,675,49,77,14,143,954,1
109047917,994,193,0,10,0,1097,1
46738787,394,873,7341,14,155,919,-1
58886045,65,88,2456,11,83,919,-1
102525365,907,659,414,15,90,1114,1
92447011,440,138,682,13,0,1076,1
147235832,1005,395,731,12,84,944,1
18265406,1705,1045,225,6,51,1149,-1
132207046,23,0,41,8,0,689,1
46303479,94,113,3502,7,0,689,-1
18213546,21267,21132,14807,11,107,1379,1
73796957,10123,9369,2236,14,25,1003,1
79166473,4,0,60,15,0,459,-1
79178154,16,7,20,12,0,689,-1
25805648,33076,32679,2328,8,149,1379,1
106455845,1833,951,375,13,109,154,1
17847097,673,23215,21968,10,100,919,-1
33998040,563,74,3,10,15,919,1
16533768,1634,334,16,4,49,1149,1
90106557,2000,1193,5998,11,0,1149,1
88469133,13,22,564,9,29,689,-1
24123372,30,48,1645,8,0,689,-1
69737408,49,44,90,12,0,919,-1
84160074,9,4,23,11,0,689,-1
96050820,1965,1191,145,11,98,19,1
46325110,73,85,814,7,0,689,-1
143815394,699,32,162,11,111,15,1
75216393,1033,415,4,7,0,289,1
91961723,1713,500,212,10,12,1149,1
125465459,216,32,20,15,63,919,1
102613011,439,221,1337,13,111,919,1
105605742,35,2,0,15,79,106,1
65601142,28,44,131,9,119,689,-1
17956883,175,45,201,13,38,859,1
29991849,51,52,1573,4,11,689,-1
136333266,1917,1177,44,8,103,1149,1
97322403,788,516,82,12,141,919,1
84418398,480,208,992,10,52,1149,-1
17030455,1556,528,723,15,133,1149,1
21658166,4,2582,6198,15,90,459,-1
132740311,593,78,1,12,0,919,1
86076087,603,365,376,5,76,919,1
69952088,40,39,352,8,55,689,-1
70298019,20,6,67,6,0,689,-1
18201910,25,44,1219,15,0,689,-1
123355972,460,297,575,10,0,919,1
138888187,2001,600,98,12,69,1149,1
67780912,24,21,272,9,94,689,-1
44827325,104,884,3566,15,41,919,-1
18858154,10195,9304,948,13,106,1379,1
54585078,69,27,85,8,0,919,-1
108353130,837,657,74,15,21,996,1
81235060,1419,1364,88,15,0,1149,1
23697225,101,26,335,8,29,919,-1
144840926,1036,101,99,15,66,1149,1
26342630,1705,1706,944,12,156,1149,1
68848867,113,132,475,14,0,919,-1
42009839,35,45,538,7,81,689,-1
16851087,238,230,1551,14,100,919,-1
67690274,180,70,386,14,0,919,-1
116209759,1302,340,1137,14,133,1149,1
76996683,36,4,52,10,37,689,-1
48941988,128,190,4563,10,120,919,-1
14507201,13733,12501,386,12,122,1379,1
67338652,0,1,95,8,46,459,-1
34134363,75,60,451,11,58,689,-1
138755157,435,142,129,10,129,954,1
35892591,352,359,8323,11,136,919,-1
75598724,199,47,1007,11,2,919,-1
88634698,1654,526,2609,7,0,1149,1
96546216,701,605,427,12,82,988,1
32353105,198,193,4488,8,103,919,-1
44642308,10905,10791,50,13,30,1379,1
82951788,116,108,178,10,71,919,-1
42036917,1986,1190,1086,8,13,1148,1
89740994,1752,1627,161,10,127,1149,1
111789910,8,3,27,14,0,656,1
89116668,1997,243,165,12,80,1149,1
21895068,222,296,6358,5,36,919,-1
38910169,248,197,1498,14,56,919,-1
102257461,136,18,12,14,101,919,1
104858726,189,3,3,11,160,919,1
120294232,614,44,51,15,0,919,1
85896818,2896,2633,2209,12,46,1149,1
75312251,3025,2758,3523,12,86,1149,1
64348523,249,168,4129,8,62,415,1
49812175,533,420,3188,10,0,919,-1
74699783,0,406,11119,8,0,459,-1
79940724,11,5,12,9,13,689,-1
49478505,1147,764,6,8,82,949,1
92947925,201,126,1020,11,119,883,1
24165157,39,31,694,11,20,689,-1
127080285,476,81,246,13,43,919,1
68952878,84,229,7307,6,0,919,-1
110511954,403,130,4,13,100,373,1
46353444,125,110,1186,15,0,919,-1
26802587,392,219,1433,13,90,919,-1
82264529,1818,1843,1938,14,57,1149,1
50666237,132,25,1799,10,106,919,-1
101267879,298,32,42,9,0,919,1
153147144,1265,135,57,10,0,1149,1
39918775,14,7,74,13,42,689,-1
131511471,1479,1393,81,8,84,1149,1
104724029,105,0,0,12,31,919,1
24644765,88,212,6726,10,59,919,-1
81092764,1611,1007,284,7,59,1149,1
91566252,4196,4102,135,13,53,894,1
17061441,214,753,2261,13,159,919,-1
122063672,630,90,1,10,0,919,1
101230733,426,5,1,13,0,249,1
153659457,383,65,10,15,83,919,1
121670132,725,243,21,11,121,1034,1
16793274,188,206,2554,6,108,919,-1
87088052,48,33,112,9,99,689,-1
36496297,884,583,59,14,0,1034,1
16540602,163,215,2572,5,0,919,-1
27936374,3918,3921,332,11,25,1149,1
44324018,10,10,175,5,0,689,-1
58629558,1554,104,14,8,0,1149,1
117049139,353,70,68,15,0,919,1
91630289,151,19,13,13,55,919,-1
82451900,81,43,141,15,48,689,-1
29406503,77,46,307,14,58,802,-1
70459715,68,455,44809,11,37,919,-1
89770732,0,1,28,15,0,459,-1
101232136,524,6,1,15,0,205,1
13972472,98,309,1731,6,0,919,-1
87010833,104,0,2,13,71,720,1
67516246,404,274,109,8,108,919,1
98158585,933,765,230,8,72,929,1
64269230,495,389,1446,11,17,919,1
96350543,1515,1002,168,11,117,1149,1
15146188,1516,1180,241,9,156,1149,1
141090101,1619,320,1183,14,0,659,1
22855155,156,108,1338,12,53,689,-1
40863826,534,168,39,7,100,1120,1
59916179,3416,3743,54,14,104,1149,1
131307128,463,30,75,13,155,919,1
50271580,30,41,733,10,0,689,-1
23391264,133,67,1187,5,21,919,-1
76188674,679,338,842,13,0,919,1
30901695,270,278,4348,9,47,919,-1
91581221,387,63,0,13,0,919,1
45699346,2,387,5174,10,26,459,-1
30778607,12,34,661,12,78,689,-1
27726123,220,24,3889,12,156,919,-1
14467176,25,37,146,5,69,689,-1
92732457,1981,3269,42372,7,68,1149,1
75940928,21,18,110,8,44,689,-1
85570559,5334,5034,4721,11,27,1149,1
98160209,978,286,8,13,63,1139,1
98130266,1297,972,1023,10,81,1149,1
31542264,162,168,1557,12,51,919,-1
1421521,316,1041,1781,8,21,919,-1
81585487,6,1,17,10,0,459,-1
41764276,75,46,65,8,0,919,-1
121905221,189,102,409,9,0,919,1
16296683,9271,10814,160,12,160,1263,1
139617718,462,162,65,11,24,919,1
69782195,486,429,1483,11,12,919,1
25697461,1308,1057,566,14,78,1149,1
59937213,6,2,81,10,0,459,-1
112228615,1932,1279,683,14,25,1149,1
42246586,45,123,257,10,0,697,-1
107752544,375,183,0,9,0,919,1
90715186,120,11,5,14,150,919,-1
83475715,2014,1830,470,14,64,1149,1
88882121,26,14,170,12,17,689,-1
121037060,1711,467,767,13,0,1149,1
87786837,1040,262,1,11,88,9,1
67564665,164,47,346,13,5,895,1
15286422,3106,2823,747,13,69,1149,-1
117050925,603,266,555,14,31,950,1
16539874,104,117,627,10,0,919,-1
37469858,4358,4107,11,11,43,1149,1
86718964,129,197,1627,10,54,919,-1
68481283,2093,2132,622,12,2,1149,-1
22451037,201,137,2256,9,9,919,-1
62758887,221,91,41,9,99,790,1
58676436,137,393,3432,15,84,919,-1
57582872,6967,6384,436,14,100,1149,1
44640029,6365,11120,813,12,157,1149,1
18532638,32,31,381,15,100,689,-1
18772443,744,797,38311,8,95,1149,-1
103629676,672,217,17,15,108,1028,1
40447378,432,410,2531,12,50,919,-1
45839964,426,789,20122,13,152,919,-1
154398386,431,63,63,15,0,1076,1
86197716,2000,809,186,15,0,1149,1
18001142,68,21,133,15,21,689,-1
20469596,314,122,416,14,17,919,-1
62596344,5,4,19,13,0,459,-1
11326812,78,43,167,12,0,817,-1
17577892,26,14,73,12,16,689,-1
73324777,683,146,196,11,138,8,1
54969904,187,53,405,8,14,919,-1
15996633,42,63,1068,12,159,689,-1
25334216,143,71,135,7,157,919,-1
73902533,9,11,269,12,128,689,-1
134776148,1573,1125,22,13,115,1149,1
27398445,195,124,893,6,26,919,-1
121722417,440,320,338,12,0,775,1
114454473,276,134,195,7,20,919,1
87281322,1881,913,121,11,135,1149,1
153177566,1320,456,256,8,137,104,1
29309057,9810,9182,688,13,94,1206,1
106098866,864,589,21,14,154,1102,1
44959415,4025,3955,1295,9,118,1149,1
88980643,59,13,4,10,0,698,-1
39546058,133,292,3020,7,25,919,-1
129641646,64,0,2,15,80,70,1
15758254,26,29,225,11,0,689,-1
166799363,242,4,2,10,94,11,1
13192212,475,930,5259,14,99,919,-1
105358222,1309,1264,316,7,0,1146,1
15895204,8,13,245,13,0,459,-1
18072399,114,162,4882,7,40,919,-1
15475908,142,245,4082,11,139,919,-1
81208888,21398,20138,838,7,160,1379,1
111714739,1741,648,10,12,0,444,1
14485062,2602,2444,1252,8,66,1149,1
92920570,1212,432,10,14,126,1149,1
102129659,48,1,17,15,0,689,1
16064926,121,148,22528,4,82,919,-1
19592404,136,142,2025,9,46,919,-1
67919528,4767,4517,1282,10,0,1149,1
54233496,34,384,15355,10,40,689,-1
69830587,1930,263,277,10,0,1149,1
121941452,1969,1523,1440,7,38,1149,1
128105253,1332,148,11,14,93,1149,1
14339276,4,17,2245,11,32,459,-1
59969502,30,47,403,12,0,689,-1
14472839,49,79,2512,8,40,689,-1
44958893,323,462,3227,6,158,919,-1
19937098,39309,36143,5263,15,153,1379,1
161657810,1102,58,1,7,71,1149,1
21629610,319,269,754,12,46,919,-1
15838679,19539,18861,7167,13,84,1379,1
20595739,25425,23115,1561,13,52,1379,1
31119863,688,639,302,15,44,919,1
23847928,4373,4153,292,14,122,1149,1
26305208,62,84,609,11,34,689,-1
16740561,4128,4026,1754,10,157,1149,1
130631952,2,0,1,12,0,459,1
28522817,5265,4871,49272,11,53,1149,1
82318922,1107,1416,1849,12,0,1149,1
74408212,185,259,1429,10,98,919,-1
73972244,9108,8496,5672,12,46,1162,1
61967033,41,8,8,11,0,689,-1
20211799,209,120,662,8,30,919,-1
162720175,37,3,7,11,160,836,1
112124375,865,132,672,12,93,955,1
36568139,1741,681,219,8,107,1146,1
48124600,45,69,507,12,114,919,-1
50657041,28,44,546,9,130,689,-1
21446253,95,197,7697,13,129,919,-1
123714967,415,68,6,14,62,919,1
86744619,21,2,23,9,52,689,-1
98982834,1984,526,25327,13,97,1149,1
12254582,267,625,7436,7,29,919,-1
105005931,1931,1735,1279,8,77,1149,1
16581076,9581,9196,9827,13,159,1264,1
159331592,1011,200,2,12,78,1011,1
115637527,399,57,3,10,32,450,1
23764670,202,113,7930,8,0,919,-1
13697022,82,86,3595,8,157,919,-1
93378157,0,0,1,12,0,459,-1
86939988,20,52,1518,8,19,689,-1
49818472,173,60,507,11,0,1038,-1
80556013,30,20,155,6,112,919,-1
22252261,74,190,493,15,146,689,-1
75435428,104,73,960,10,22,919,-1
94088728,147,26,659,15,0,919,1
59390509,0,475,12819,14,57,459,-1
48676259,27,32,531,9,43,689,-1
22595328,88,289,1222,12,23,689,-1
72005088,102,136,3936,6,0,919,-1
21244287,50,49,83,12,32,689,-1
49203686,732,10,1,14,0,239,1
66652528,1,275,1896,10,158,459,-1
16819716,100,112,2659,6,16,919,-1
87357233,1494,1105,33,11,0,1118,1
14521841,953,344,7968,7,71,919,-1
94166563,2198,1998,2339,15,35,1149,1
41320122,833,492,120,8,160,985,1
68587955,2002,1036,4344,12,156,1149,1
110682807,1978,330,83,13,99,1149,1
18073649,184,133,4580,7,46,919,-1
21054284,11670,11114,2986,11,60,1379,1
67605169,190,55,26,8,0,919,1
61726456,31,69,1278,12,81,919,-1
24192579,82,91,169,12,95,737,-1
15097406,187,171,5015,10,65,919,-1
101501124,486,0,2,13,21,43,1
130275835,916,234,3,10,59,1059,1
33438244,5358,6480,2835,9,68,1149,1
106571741,415,76,4,13,159,919,1
153187047,1977,371,21,14,92,1149,1
43847843,2009,1806,576,12,0,1149,-1
22266343,20,138,2300,11,15,689,-1
19755416,17957,17190,151,11,89,1379,1
68551031,1621,861,698,12,21,1149,1
135643326,330,22,1,10,0,1114,1
113236800,1585,1331,889,15,46,1149,1
20072283,188,1004,2494,5,92,919,-1
127721123,535,145,976,11,91,535,1
111461238,1798,938,54,15,55,1149,1
115642133,149,29,6,9,0,619,1
116564231,668,168,0,9,0,655,1
15375222,1021,1602,3376,9,156,1149,-1
5846312,323,516,7325,7,104,919,-1
